qubit, time(s), standardDev, maxDelta, minDelta
0, 0.79707486, 0.03824148, 0.26765525, 0.00597083
1, 0.85444339, 0.00083100, 0.00435870, 0.00095545
2, 0.83431312, 0.00354512, 0.02073781, 0.00162313
3, 0.83448214, 0.00208316, 0.01016379, 0.00098504
4, 0.83604078, 0.00570122, 0.03738726, 0.00167085
5, 0.83592450, 0.00065525, 0.00313745, 0.00072557
6, 0.82910639, 0.00168635, 0.00788164, 0.00087833
7, 0.84639386, 0.00259579, 0.01765213, 0.00092990
8, 0.83856166, 0.00171334, 0.01150842, 0.00064665
9, 0.82582015, 0.00068057, 0.00417590, 0.00076614
10, 0.81304364, 0.00282686, 0.01841746, 0.00115163
11, 0.81285881, 0.00074984, 0.00335923, 0.00066375
12, 0.81261350, 0.00106384, 0.00418342, 0.00078655
13, 0.82215279, 0.00146473, 0.00607929, 0.00132972
14, 0.82357974, 0.00115783, 0.00408214, 0.00126286
15, 0.82527918, 0.00153181, 0.00814788, 0.00177118
16, 0.82242032, 0.00132265, 0.00561159, 0.00134223
17, 0.82232199, 0.00079647, 0.00345695, 0.00132697
18, 0.82261303, 0.00192303, 0.00853405, 0.00142203
19, 0.82374712, 0.00429382, 0.02444078, 0.00221719
20, 0.82161420, 0.00153652, 0.00634872, 0.00161426
21, 0.82016046, 0.00309913, 0.02092566, 0.00167637
22, 0.80384627, 0.00167961, 0.00718379, 0.00192235
23, 0.78830873, 0.00199271, 0.00984720, 0.00149365
24, 0.74066497, 0.00179166, 0.00840792, 0.00224699
25, 0.74225546, 0.00653688, 0.04439246, 0.00292756
26, 0.84545411, 0.00185742, 0.00881300, 0.00177719
27, 1.04316570, 0.00225224, 0.01044120, 0.00284179
28, 1.13316728, 0.00131505, 0.00715961, 0.00162017
29, 1.14894266, 0.03208304, 0.03745340, 0.03173859
30, 28.75399783, 1.16458489, 2.67529324, 2.41961394
31, 24.28968410, 0.66228742, 1.58552783, 1.42662918
32, 25.79587812, 1.47325711, 3.46662691, 2.34625911
33, 27.45950755, 1.12395457, 2.09675942, 3.42907658
34, 64.86655882, 1.77144809, 3.19391110, 4.03993090
